"Ref_lead_author","Ref_publication_date","Ref_title","Ref_html_link","Ref_DOI_number","Substrate","HTL","Perovskite_composition","Perovskite_composition_short_form","Perovskite_composition_a_ions","Perovskite_composition_a_ions_coefficients","Perovskite_composition_b_ions","Perovskite_composition_b_ions_coefficients","Perovskite_composition_c_ions","Perovskite_composition_c_ions_coefficients","ETL","Top_contact","Cell_flexible","Cell_architecture","HTL_deposition","HTL_spin_coating_parameters","HTL_annealing_parameters","Perovskite_deposition","Perovskite_spin_coating_parameters","Perovskite_annealing_parameters","ETL_deposition","ETL_spin_coating_parameters","ETL_annealing_parameters","Top_contact_deposition","Top_contact_thickness"
"Marianna Ambrico","2019/02/22","Role of direct and inverted undoped spiro-OMeTAD–perovskite architectures in determining solar cells performances: an investigation via electrical impedance spectroscopy  ","https://pubs.rsc.org/en/content/articlehtml/2019/cp/c9cp00564a","10.1039/C9CP00564A","SLG | ITO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","3000 rpm 30 s","","Spin-coating","4000 rpm 25 s","65 C 9 min","","","","Evaporation","60-100 nm"
"Myung Joo Cha","2019/03/06","Depth-dependent electronic band structure at the Au/CH 3 NH 3 PbI 3−x Cl x junction  ","https://pubs.rsc.org/en/content/articlehtml/2019/cp/c9cp00834a","10.1039/C9CP00834A","UNKNOWN","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","pin","","","","Spin-coating","2000 rpm 40 s","90 C 120 minutes","","","","Evaporation","50 nm"
"Yufeng Yang","2019/05/06","Study of perovskite solar cells based on mixed-organic-cation FA x MA 1−x PbI 3 absorption layer ","https://pubs.rsc.org/en/content/articlehtml/2019/cp/c9cp02003a","10.1039/C9CP02003A","SLG | FTO","spiro-ometad","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","TiO2","carbon","FALSE","nip","","","","","","","Spin-coating","","","Doctor blading","50 nm"
"Hongjun Chen","2019/10/16","Light-activated inorganic CsPbBr 2 I perovskite for room-temperature self-powered chemical sensing  ","https://pubs.rsc.org/en/content/articlehtml/2019/cp/c9cp03059j","10.1039/C9CP03059J","SLG | FTO","WO3","CsPbBr2I","CsPbBrI","Cs","1.0","Pb","1.0","I, Br","1.0, 2.0","ZnO","Au","FALSE","","","","","","","","","","","Evaporation","60-100 nm"
"Juan Meng","2019/10/17","Enhanced V OC of two-dimensional Ruddlesden–Popper perovskite solar cells using binary synergetic organic spacer cations  ","https://pubs.rsc.org/en/content/articlehtml/2020/cp/c9cp04018h","10.1039/C9CP04018H","SLG | ITO","pedot:pss","(BA)2(MA)3Pb4I13","BAMAPbI","MA, BA","3.0, 2.0","Pb","4.0","I","13.0","PCBM","Al","FALSE","pin","Spin-coating","","","Spin-coating","5000 rpm 20 s","100 C 10 min","Spin-coating","1000 rpm 40 s","","Evaporation",""
"Dazheng Chen","2019/03/15","Performance enhancement of perovskite solar cells via material quality improvement assisted by MAI/IPA solution post-treatment  ","https://pubs.rsc.org/en/content/articlehtml/2019/dt/c9dt00930b","10.1039/C9DT00930B","SLG | ITO","NiOx","UNKNOWN","","","","","","","","PCBM","Ag","FALSE","pin","Spin-coating","3000 rpm 45 s","250 C 45 min","Spin-coating","3000 rpm 45 s","","","","","Evaporation","100 nm"
"Felix Lang","2019/04/11","Efficient minority carrier detrapping mediating the radiation hardness of triple-cation perovskite solar cells under proton irradiation  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee00077a","10.1039/C9EE00077A","SLG | ITO","PTAA","Cs0.05MA0.17FA0.83Pb(I0.83Br0.17)3","CsMAFAPbIBr","FA, MA, Cs","0.83, 0.17, 0.05","Pb","1.0","Br, I","0.51, 2.49","C60","Cu","FALSE","","Spin-coating","4000 rpm 30 s","","","","","","","","Evaporation","100 nm"
"Mousa Abuhelaiqa","2019/04/15","Stable perovskite solar cells using tin acetylacetonate based electron transporting layers  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee00453j","10.1039/C9EE00453J","SLG | FTO","spiro-ometad","CsSnI3","CsSnI","Cs","1.0","Sn","1.0","I","3.0","SnO2","Au","FALSE","nip","Spin-coating","4000 rpm 25 s","","Spin-coating","1000 rpm 10 s 5000 rpm 30 s","","Spin-coating","","","Evaporation","70 nm"
"Ilario Gelmetti","2019/03/08","Energy alignment and recombination in perovskite solar cells: weighted influence on the open circuit voltage  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee00528e","10.1039/C9EE00528E","SLG | FTO","spiro-ometad","CsFAMAPbIBr","CsFAMAPbIBr","MA, FA, Cs","1.0, 1.0, 1.0","Pb","1.0","Br, I","1.0, 1.0","TiO2","Au","TRUE","nip","Spin-coating","4000 rpm 30 s","","Spin-coating","1000 rpm 10 s 6000 rpm 20 s","100 C 60 minutes","Spin-coating","3000 rpm 60 s","","Evaporation","80 nm"
"Xixia Liu","2019/03/27","20.7% highly reproducible inverted planar perovskite solar cells with enhanced fill factor and eliminated hysteresis  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee00872a","10.1039/C9EE00872A","SLG | ITO","PTAA","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Ag","TRUE","pin","Spin-coating","6000 rpm 35 s","","Spin-coating","6000 rpm 30 s","","","","","Evaporation","80-120 nm"
"Andrés Gómez","2019/06/21","Ferroelectricity-free lead halide perovskites  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee00884e","10.1039/C9EE00884E","SLG | ITO","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","SnO2","","FALSE","pin","Spin-coating","4000 rpm 40 s","160 C 20 min","Spin-coating","1000 rpm 5 s 6000 rpm 35 s","","","","","",""
"Nakita K. Noel","2019/08/05","Interfacial charge-transfer doping of metal halide perovskites for high performance photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee01773a","10.1039/C9EE01773A","UNKNOWN","spiro-ometad","FA0.85MA0.15Pb(I0.85Br0.15)3","FAMAPbIBr","MA, FA","0.15, 0.85","Pb","1.0","Br, I","0.45, 2.55","SWCNTs","Au","FALSE","nip","Spin-coating","","","Spin-coating","1000 rpm 10 s 6000 rpm 35 s","","","","","Evaporation","80 nm"
"Huiliang Sun","2019/08/29","A monothiophene unit incorporating both fluoro and ester substitution enabling high-performance donor polymers for non-fullerene solar cells with 16.4% efficiency  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee01890e","10.1039/C9EE01890E","SLG | ITO","pedot:pss","UNKNOWN","","","","","","","","ZnO","Al","FALSE","pin","Spin-coating","3000 rpm 30 s","","","","","","","","Evaporation","80-120 nm"
"Gunhee Lee","2019/09/20","Ultra-flexible perovskite solar cells with crumpling durability: toward a wearable power source  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee01944h","10.1039/C9EE01944H","PET","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","C60","Cu","TRUE","pin","Spin-coating","3000 rpm 1 min","120 C 20 min","Spin-coating","4000 rpm 20 s","70 C 1 min 110 C 10 min","","","","Evaporation","10 nm"
"Martin Stolterfoht","2019/07/08","The impact of energy alignment and interfacial recombination on the internal and external open-circuit voltage of perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02020a","10.1039/C9EE02020A","SLG | ITO","PTAA","(CsPbI3)0.05[(FAPbI3)0.83(MAPbBr3)0.17]0.95","CsPbIFAPbIMAPbBr","MA, FA, Cs","0.17, 0.83, 0.05","Pb, Pb, Pb","0.17, 0.83, 0.05","Br, I, I","0.51, 2.49, 0.15","C60","Cu","FALSE","","","","","","","","","","","Evaporation",""
"Hiroyuki Kanda","2019/11/06","Band-bending induced passivation: high performance and stable perovskite solar cells using a perhydropoly(silazane) precursor  ","https://pubs.rsc.org/en/content/articlehtml/2020/ee/c9ee02028d","10.1039/C9EE02028D","SLG | FTO","spiro-ometad","(FAPbI3)0.875(MAPbBr3)0.125(CsPbI3)0.1","FAPbIMAPbBrCsPbI","Cs, MA, FA","0.1, 0.125, 0.875","Pb, Pb, Pb","0.1, 0.125, 0.875","I, Br, I","0.3, 0.38, 2.62","TiO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 s","","Spin-coating","2000 rpm 10 s 5000 rpm 30 s","","Spray pyrolysis","","","Evaporation","70 nm"
"Fan Fu","2019/08/12","I 2 vapor-induced degradation of formamidinium lead iodide based perovskite solar cells under heat–light soaking conditions  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02043h","10.1039/C9EE02043H","SLG | ITO","PTAA","FAPbI3","FAPbI","FA","1.0","Pb","1.0","I","3.0","ZnO","Al","FALSE","","Spin-coating","6000 rpm 45 s","100 C 10 min","Spin-coating","6000 rpm 45 s","150 C 10 min","Spin-coating","5000 rpm 45 s","","Evaporation",""
"Joel Troughton","2019/12/02","A universal solution processed interfacial bilayer enabling ohmic contact in organic and hybrid optoelectronic devices  ","https://pubs.rsc.org/en/content/articlehtml/2020/ee/c9ee02202c","10.1039/C9EE02202C","SLG | ITO","NiOx","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Ag","FALSE","","","","","","","","","","","Evaporation","80-120 nm"
"Amran Al-Ashouri","2019/10/02","Conformal monolayer contacts with lossless interfaces for perovskite single junction and monolithic tandem solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02268f","10.1039/C9EE02268F","SLG | ITO","2PACz","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","C60","Cu","TRUE","","","","","","","","","","","Evaporation",""
"Peng You","2019/11/29","Ultrafast laser-annealing of perovskite films for efficient perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2020/ee/c9ee02324k","10.1039/C9EE02324K","SLG | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 s","","Spin-coating","4000 rpm 30 s","","Spin-coating","","","Evaporation","80 nm"
"Chunyang Zhang","2019/10/30","Efficient stable graphene-based perovskite solar cells with high flexibility in device assembling via modular architecture design  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02391g","10.1039/C9EE02391G","SLG | FTO","spiro-ometad","UNKNOWN","","","","","","","","SnO2","Ag","TRUE","nip","Spin-coating","3000 rpm 30 s","","Spin-coating","","","Spin-coating","2000 rpm 30 s","","Evaporation","80-120 nm"
"Fei Pan","2019/10/04","Solution-processable n-doped graphene-containing cathode interfacial materials for high-performance organic solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02433f","10.1039/C9EE02433F","SLG | ITO","pedot:pss","UNKNOWN","","","","","","","","PDINO","Al","FALSE","pin","Spin-coating","3200 rpm 15 min","","","","","Spin-coating","5000 rpm 30 min","","Evaporation","100 nm"
"Yang Cao","2019/11/11","Dopant-free molecular hole transport material that mediates a 20% power conversion efficiency in a perovskite solar cell  ","https://pubs.rsc.org/en/content/articlehtml/2019/ee/c9ee02983d","10.1039/C9EE02983D","SLG | ITO","PTAA","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","C60","Ag","FALSE","nip","Spin-coating","","","Spin-coating","","","","","","Evaporation","80-120 nm"
"Xun Cui","2020/02/19","Tailoring carrier dynamics in perovskite solar cells via precise dimension and architecture control and interfacial positioning of plasmonic nanoparticles  ","https://pubs.rsc.org/en/content/articlehtml/2020/ee/c9ee03937f","10.1039/C9EE03937F","SLG | FTO","spiro-meotad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","Spin-coating","2000 rpm 30 s","","Spin-coating","4000 rpm 25 s","","Spin-coating","1000 rpm 10 s","150 C 30 min","Evaporation","80-120 nm"
"Oskar Blaszczyk","2019/12/09","Interface limited hole extraction from methylammonium lead iodide films  ","https://pubs.rsc.org/en/content/articlehtml/2020/mh/c9mh01517e","10.1039/C9MH01517E","SLG | ITO","NiO","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","","FALSE","pin","","","","Spin-coating","4000 rpm 30 seconds","","","","","",""
"Luyao Wang","2019/12/05","The mechanism of universal green antisolvents for intermediate phase controlled high-efficiency formamidinium-based perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2020/mh/c9mh01679a","10.1039/C9MH01679A","PEN | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","TRUE","nip","Spin-coating","","","Spin-coating","800 rpm 10 s 6000 rpm 25 s","","Spin-coating","5000 rpm 30 s","120 C 5 min","Evaporation","100 nm"
"Ahmed E. Shalan","2019/05/22","Tin–zinc-oxide nanocomposites (SZO) as promising electron transport layers for efficient and stable perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00182d","10.1039/C9NA00182D","SLG | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","ZnO","Al","FALSE","nip","Spin-coating","2000 rpm 30 s","","","","","Spin-coating","5000 rpm 60 s","","Evaporation",""
"Khalid Mahmood","2019/05/17","Novel 3D hierarchically structured cauliflower-shaped SnO 2 nanospheres as effective photoelectrodes in hybrid photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00192a","10.1039/C9NA00192A","SLG | FTO","spiro-ometad","(FAPbI3)0.85(MAPbBr3)0.15","FAPbIMAPbBr","MA, FA","0.15, 0.85","Pb, Pb","0.15, 0.85","Br, I","0.45, 2.55","SnO2","Au","FALSE","nip","Spin-coating","2500 rpm 30 s","","Spin-coating","3000 rpm 40 s","130 C 20 min","Spin-coating","3000 rpm 15 s","","Evaporation","60-100 nm"
"Miloš Petrović","2019/06/21","Limitations of a polymer-based hole transporting layer for application in planar inverted perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00246d","10.1039/C9NA00246D","SLG | ITO","PTAA","UNKNOWN","","","","","","","","PC60BM","Ag","FALSE","","Spin-coating","","110 C 10 minutes","Spin-coating","6000 rpm 30 seconds","100 C 10 minutes","Spin-coating","","","Evaporation","100 nm"
"Supriya Chakrabarti","2019/10/22","Microplasma-synthesized ultra-small NiO nanocrystals, a ubiquitous hole transport material  ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00299e","10.1039/C9NA00299E","SLG | ITO","NiO","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","pin","","","","","","","Spin-coating","","350 C 4 h","Evaporation","60-100 nm"
"Thi Tuyen Ngo","2019/09/10","PbS quantum dots as additives in methylammonium halide perovskite solar cells: the effect of quantum dot capping  ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00475k","10.1039/C9NA00475K","SLG | FTO","spiro-ometad","PbS_MAPI","","","","","","","","SnO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 seconds","","Spin-coating","2000 rpm 10 seconds","","Spin-coating","3000 rpm 40 seconds","150 C 30 minutes","Evaporation","80 nm"
"Calum McDonald","2019/11/08","Performance and stability gain in zero-dimensional perovskite solar cells after >2 years when hybridized with silicon nanocrystals ","https://pubs.rsc.org/en/content/articlehtml/2019/na/c9na00516a","10.1039/C9NA00516A","SLG | ITO","spiro-meotad","(MA)3Bi2I9","MABiI","MA","3.0","Bi","2.0","I","9.0","TiO2","Au","FALSE","nip","Spin-coating","","","Spin-coating","","100 C 30 min","Spin-coating","","","Evaporation","60-100 nm"
"Qun Wang","2019/11/21","Isopropanol-assisted synthesis of highly stable MAPbBr 3 /p-g-C 3 N 4 intergrowth composite photocatalysts and their interfacial charge carrier dynamics  ","https://pubs.rsc.org/en/content/articlehtml/2020/na/c9na00634f","10.1039/C9NA00634F","SLG | FTO","NiO","MAPbBr3","MAPbBr","MA","1.0","Pb","1.0","Br","3.0","graphene oxide","Ag","FALSE","pin","","","","","","","","","","Evaporation","80-120 nm"
"Samira Agbolaghi","2019/06/03","Efficacy beyond 17% via engineering the length and quality of grafts in organic halide perovskite/CNT photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2019/nj/c9nj02074h","10.1039/C9NJ02074H","SLG | FTO","P3HT","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Ag","TRUE","","Spin-coating","3500 rpm 45 s","","Spin-coating","","100 C 20 min","Spin-coating","","","Evaporation","80-120 nm"
"Fatima Al-Zohbi","2019/07/10","Simple carbazole-based hole transporting materials with fused benzene ring substituents for efficient perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/nj/c9nj03089a","10.1039/C9NJ03089A","SLG | FTO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","TiO2","Au","FALSE","nip","","","","","","","Spin-coating","","70 C 30 min","Evaporation","80-120 nm"
"Yinyi Huang","2020/04/27","Interfacial modification of various alkali metal cations in perovskite solar cells and their influence on photovoltaic performance  ","https://pubs.rsc.org/en/content/articlehtml/2020/nj/c9nj06342k","10.1039/C9NJ06342K","SLG | ITO","spiro-ometad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","SnO2","Au","FALSE","nip","Spin-coating","4500 rpm 20 s","","Spin-coating","3000 rpm 30 s 3000 rpm 30 s","150 C 30 min","Spin-coating","4000 rpm 30 s","150 C 30 min","Evaporation","80 nm"
"Jae Taek Oh","2019/05/01","Water-resistant AgBiS 2 colloidal nanocrystal solids for eco-friendly thin film photovoltaics  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr01192g","10.1039/C9NR01192G","SLG | ITO","PTB7","UNKNOWN","","","","","","","","ZnO","Ag","FALSE","","Spin-coating","2000 rpm 40 s","","Spin-coating","2000 rpm 10 s","","","","","Evaporation","120 nm"
"Zhiqi Li","2019/04/09","Overcoming intrinsic defects of the hole transport layer with optimized carbon nanorods for perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr01836k","10.1039/C9NR01836K","SLG | ITO","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","PCBM","Ag","TRUE","pin","Spin-coating","4000 rpm 50 s","120 C 15 min","","","","Spin-coating","2000 rpm 30 s","","Evaporation","100 nm"
"Kwisung Kwak","2019/05/14","An atomistic mechanism for the degradation of perovskite solar cells by trapped charge  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr02193k","10.1039/C9NR02193K","SLG | ITO","spiro-meotad","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","C60","Au","FALSE","nip","Spin-coating","2000 rpm 30 s","","Spin-coating","4000 rpm 20 s","65 C 1 min 100 C 4 min","","","","Evaporation","50 nm"
"Hong Lin","2019/08/14","Single-phase alkylammonium cesium lead iodide quasi-2D perovskites for color-tunable and spectrum-stable red LEDs  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr02706h","10.1039/C9NR02706H","SLG | ITO","pedot:pss","PA2CsPb2I7","CsPbI","Cs","1.0","Pb","2.0","I","7.0","UNKNOWN","Al","FALSE","pin","Spin-coating","4000 rpm 10 min","150 C 10 min","Spin-coating","","60 C 10 min","","","","Evaporation","120 nm"
"Gang Wang","2019/05/15","Nuclei position-control and crystal growth-guidance on frozen substrates for high-performance perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr02777g","10.1039/C9NR02777G","SLG | ITO","pedot:pss","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","PC61BM","Ag","FALSE","pin","Spin-coating","6000 rpm 40 s","120 C 30 min","Spin-coating","400 rpm 3 seconds 4000 rpm 30 s","","Spin-coating","5000 rpm 30 s","","Evaporation","100 nm"
"Li Wan","2019/04/22","Efficient light harvesting with a nanostructured organic electron-transporting layer in perovskite solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr03030a","10.1039/C9NR03030A","SLG | ITO","P3CT","MAPbI3","MAPbI","MA","1.0","Pb","1.0","I","3.0","PCBM","Ag","FALSE","","Spin-coating","4000 rpm 30 s","","Spin-coating","","","","","","Evaporation","80 nm"
"Ronghuan Liu","2019/04/25","Low-reflection, (110)-orientation-preferred CsPbBr 3 nanonet films for application in high-performance perovskite photodetectors  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr03213d","10.1039/C9NR03213D","SLG | FTO","MoS2","CsPbBr3","CsPbBr","Cs","1.0","Pb","1.0","Br","3.0","UNKNOWN","carbon","FALSE","","","","","Spin-coating","1500 rpm 40 s","100 C 30 min","","","","",""
"Jing Zhuang","2019/07/09","Band engineering at the interface of all-inorganic CsPbI 2 Br solar cells  ","https://pubs.rsc.org/en/content/articlehtml/2019/nr/c9nr03638e","10.1039/C9NR03638E","SLG | ITO","spiro-ometad","CsPbI2Br","CsPbIBr","Cs","1.0","Pb","1.0","Br, I","1.0, 2.0","SnO2","Au","FALSE","nip","Spin-coating","4000 rpm 30 s","","Spin-coating","1000 rpm 10 s","47 C 1 min 200 C 10 min","","","","Evaporation","70 nm"
